track_id,mfcc0_mean,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc0_std,mfcc1_std,mfcc2_std,mfcc3_std,mfcc4_std,mfcc5_std,mfcc6_std,mfcc7_std,mfcc8_std,mfcc9_std,mfcc10_std,mfcc11_std,mfcc12_std,mfcc13_std,mfcc14_std,mfcc15_std,mfcc16_std,mfcc17_std,mfcc18_std,mfcc19_std,chroma0_mean,chroma1_mean,chroma2_mean,chroma3_mean,chroma4_mean,chroma5_mean,chroma6_mean,chroma7_mean,chroma8_mean,chroma9_mean,chroma10_mean,chroma11_mean,chroma0_std,chroma1_std,chroma2_std,chroma3_std,chroma4_std,chroma5_std,chroma6_std,chroma7_std,chroma8_std,chroma9_std,chroma10_std,chroma11_std,contrast0_mean,contrast1_mean,contrast2_mean,contrast3_mean,contrast4_mean,contrast5_mean,contrast6_mean,contrast0_std,contrast1_std,contrast2_std,contrast3_std,contrast4_std,contrast5_std,contrast6_std,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,rolloff_mean,rolloff_std,zcr_mean,zcr_std,rms_mean,rms_std,tempo,genre,split
57661,-114.271,111.137,-33.3841,35.8101,3.7366,-2.61248,-5.10694,-0.283164,-6.81159,-1.44484,2.99862,0.098555,-8.48118,2.36486,-5.95797,-0.886857,-5.56432,0.313587,-0.0157021,0.354792,34.5668,19.6,19.4176,11.9834,9.6414,7.51525,7.54208,7.80561,7.02995,5.7671,6.18975,6.03729,5.17428,6.60997,5.99006,5.41442,4.95804,5.8958,6.86695,5.38001,0.259543,0.352419,0.38966,0.426339,0.527538,0.469898,0.696219,0.400637,0.314517,0.468335,0.324068,0.387961,0.178288,0.231348,0.271889,0.21931,0.317242,0.228815,0.302819,0.24048,0.192885,0.321866,0.194055,0.30137,23.5755,14.5347,16.9316,16.7208,17.7612,19.2393,47.4516,5.89677,3.7672,3.79806,3.18523,2.49592,2.98586,2.90108,2026.34,356.336,2051.47,355.623,3930.2,958.912,0.111081,0.0234021,0.0864143,0.024089,161.499,Rock,training
57662,-143.674,114.661,-36.8584,40.2566,-1.42333,5.63172,-1.32793,6.18213,-1.83866,-2.05304,1.43818,3.46917,-6.29459,6.78134,-7.07135,2.67901,-5.05049,-1.67613,-2.94978,-2.3387,38.915,19.4636,17.1163,11.1671,11.9177,10.6264,8.42914,7.37226,7.19687,6.72507,7.85295,6.44754,6.66868,6.0823,6.6424,7.19058,7.59291,6.26915,7.80161,6.90771,0.294937,0.5091,0.570322,0.385275,0.33889,0.305231,0.542775,0.301593,0.246049,0.414564,0.311392,0.376572,0.227834,0.27502,0.33585,0.258248,0.245798,0.194247,0.323405,0.212126,0.182689,0.291033,0.218816,0.33504,24.8532,13.779,18.7594,18.1826,19.3538,20.4189,49.3204,5.79531,3.65224,3.80998,3.32087,3.17508,2.95758,2.61461,1940.46,377.177,1938.85,299.519,3762.12,850.661,0.111682,0.0280245,0.0744286,0.0234397,161.499,Rock,training
57663,-76.4073,88.5727,-27.3567,24.6071,2.01423,-0.456104,-6.79245,5.5811,-6.93688,-1.90715,0.522665,1.86805,-6.12505,0.0366045,-2.68858,0.707218,-6.34878,-1.93484,-1.77571,-1.13268,26.5673,14.9457,16.6963,9.03792,8.43122,7.45508,7.52789,6.69031,7.99657,6.28908,5.35533,5.97989,5.33788,5.59036,6.48839,5.86843,5.15853,5.81051,6.61917,5.74266,0.417551,0.584014,0.365217,0.383627,0.413864,0.483399,0.641524,0.398504,0.41841,0.311696,0.332211,0.469283,0.24892,0.298028,0.215041,0.220217,0.265232,0.240733,0.304209,0.22542,0.280952,0.213214,0.196755,0.318835,22.142,13.9,16.5793,16.6894,17.9695,18.0745,47.6745,5.57326,3.55142,3.80128,2.93684,2.75921,2.09486,2.67364,2411.09,378.033,2313.21,293.479,4711.65,976.651,0.137144,0.0278143,0.102846,0.0335771,86.1328,Rock,training
57665,-165.25,94.482,33.8069,42.8264,23.3571,-3.12709,11.0705,-1.78715,3.45355,6.29804,-0.958047,4.36898,-4.08523,-0.275963,0.694496,-3.89434,-1.20789,0.895817,0.188496,3.21722,77.0807,37.7303,21.5704,19.4738,13.378,18.6616,14.7803,14.2386,11.9188,10.4842,10.1669,8.97418,10.3702,8.26572,7.2826,8.25185,6.64783,6.48188,6.77672,7.18549,0.242077,0.243842,0.325407,0.38426,0.56341,0.444435,0.299119,0.255241,0.176709,0.129083,0.145478,0.22854,0.299897,0.268093,0.324569,0.286072,0.406512,0.343004,0.308729,0.320156,0.250938,0.188834,0.184196,0.284292,18.3105,17.7557,19.3865,17.0735,16.3432,20.8999,44.1591,4.44593,4.40468,4.61556,3.62057,2.82232,8.1186,2.93278,1877.86,947.005,2600.65,572.135,4260.64,2406.56,0.0477839,0.0367287,0.178815,0.0731961,95.7031,International,training
57691,-181.588,111.654,7.38273,20.5588,8.87537,17.9868,-4.17644,0.468634,-14.5006,-7.64866,-4.89227,-1.22468,-5.83388,-0.76494,-1.04629,-3.33,-7.32084,-4.85517,-14.2651,-6.49629,83.7022,34.973,21.254,16.4353,15.0072,11.7225,10.3476,11.2882,11.1288,8.20737,11.959,9.41629,8.26396,9.13657,8.28174,7.04524,8.458,9.1504,8.87686,10.0765,0.190532,0.216004,0.339774,0.287993,0.240036,0.268021,0.230612,0.229095,0.227797,0.382376,0.499238,0.24011,0.246455,0.229055,0.358994,0.342575,0.271769,0.324952,0.266118,0.292011,0.227842,0.314365,0.392285,0.234691,19.7238,18.3808,22.9202,20.542,22.2722,21.683,51.3224,4.81995,4.8197,5.26684,4.52744,4.63379,5.08483,4.25275,1646.76,664.684,2080.56,516.925,3506.04,1846.91,0.0615446,0.0345329,0.134796,0.0870025,123.047,International,training
57697,-118.324,105.911,19.3924,28.4394,20.361,-1.12827,4.50286,8.05924,-1.80265,0.447023,3.45838,-0.139943,3.17292,-1.63665,-3.15504,3.6005,-8.11771,3.39448,-1.20454,-1.15218,62.5548,34.8724,28.0994,19.3661,18.6447,14.7875,9.67708,9.85116,9.84331,8.48991,12.2262,9.68465,9.7459,9.08497,7.4515,7.75295,8.32338,6.37638,6.09005,5.79274,0.471258,0.380174,0.436755,0.482072,0.36009,0.345673,0.368454,0.511682,0.433128,0.307978,0.313711,0.342872,0.358259,0.2606,0.292681,0.320502,0.257175,0.295252,0.264654,0.332755,0.315828,0.249299,0.268525,0.26097,18.7221,15.5259,18.1765,16.7079,17.0183,19.2741,45.0158,5.19555,4.13925,4.48235,3.40618,2.75193,4.72617,3.18209,2039.21,997.084,2553.74,592.158,4517.31,2186.26,0.0696877,0.0638696,0.169249,0.0471799,151.999,International,training
57819,-38.5446,106.743,1.20196,13.7998,-12.622,1.77307,0.681593,15.5038,1.39051,5.79866,0.442912,5.05741,-4.15961,1.39826,0.789946,2.71625,-1.08713,0.581434,-5.60239,-2.25157,51.5342,27.0398,22.4791,16.3964,15.5457,17.8949,12.2624,11.1335,7.98369,10.2608,10.522,8.26039,8.14276,7.34502,6.5746,6.69189,6.60929,7.35546,7.15855,7.05553,0.56249,0.319297,0.271561,0.38976,0.299835,0.518647,0.26324,0.465552,0.423081,0.26996,0.562344,0.369413,0.311772,0.216148,0.235863,0.314075,0.217947,0.350178,0.200582,0.332943,0.276194,0.163633,0.282333,0.201612,23.9774,14.9173,21.6446,23.4233,19.5488,17.365,48.818,5.93888,4.24925,5.20527,4.33606,3.79542,3.27412,3.58853,1929.02,573.112,2295.06,437.456,4239.42,1452.59,0.0726481,0.0288704,0.306729,0.075233,103.359,Hip-Hop,training
57820,-50.85,88.2826,-31.6928,36.2668,7.91817,0.85261,4.30274,5.23581,2.80776,-2.09806,-5.84592,2.36711,1.58884,13.6308,-0.526219,0.772947,-3.83751,1.56796,-8.93757,-4.07701,47.9301,26.9411,31.5201,15.126,13.0917,10.4445,15.9689,11.0408,13.5837,9.21349,8.80826,7.18922,7.99184,10.6738,6.29963,7.10318,7.17431,7.78341,7.16885,6.20705,0.611987,0.292213,0.382495,0.327389,0.292016,0.425372,0.284082,0.284898,0.230292,0.482329,0.569348,0.412912,0.319375,0.179125,0.277316,0.247113,0.167733,0.299158,0.215269,0.223757,0.1674,0.296895,0.336849,0.258268,22.5939,15.8334,21.1859,20.724,20.9966,21.4445,48.8938,6.32384,4.90682,4.54437,3.95086,3.49916,4.54304,3.19521,2316.16,702.384,2193.71,509.768,4463.23,1601.52,0.122626,0.0514447,0.199893,0.0718131,123.047,Hip-Hop,training
57821,-70.8666,91.648,-2.82514,-1.17643,-13.1414,9.17433,-5.36115,-0.568479,-6.97643,-0.0310962,-7.39979,-6.15096,-8.24589,-3.41698,-6.15845,-4.34227,-11.2837,-1.40517,-2.37648,5.46846,100.007,48.7192,36.2336,17.5967,17.8727,17.929,14.2447,12.0282,12.328,8.9963,15.8886,10.9792,12.8412,13.4999,11.8879,11.5181,11.7058,10.2128,8.32356,10.3619,0.417514,0.335765,0.633209,0.376772,0.239056,0.354198,0.234741,0.295047,0.231927,0.242425,0.365633,0.298548,0.376475,0.218366,0.371842,0.22814,0.244462,0.320088,0.223926,0.278906,0.233859,0.224038,0.341113,0.247745,20.4837,18.255,19.7816,21.1426,21.8183,20.1882,48.881,5.69394,5.96191,5.21354,4.74607,3.79836,3.98505,4.03401,2268.38,856.034,2431.08,634.087,4890.1,2140.49,0.100381,0.0615828,0.270447,0.129161,184.57,Hip-Hop,training
57822,-27.9089,80.5892,6.71481,16.6214,7.37292,14.3524,-3.30802,-7.38258,-5.02139,10.0477,0.00252055,8.50304,-3.47981,-0.724544,-10.4925,-7.226,-10.4723,-2.28462,-5.24035,-11.5286,18.8333,10.9649,9.46492,6.68267,6.03036,10.7142,8.04687,10.1703,9.25164,6.24884,6.18752,6.18965,7.94031,8.94338,9.27849,7.26707,6.42223,7.22421,7.23886,6.61413,0.334691,0.587189,0.389782,0.257282,0.513654,0.286311,0.27851,0.324838,0.509664,0.609112,0.382935,0.372748,0.190472,0.343763,0.247111,0.158966,0.287701,0.162726,0.214958,0.235125,0.300858,0.310219,0.250829,0.267292,23.1694,14.6698,16.2691,18.5523,20.537,20.7725,49.2108,5.58077,4.2175,3.4087,3.03646,2.66587,2.60388,2.46373,2565.75,302.358,2781.43,124.878,5967.27,660.693,0.0979603,0.0496847,0.218635,0.0397133,92.2852,Hip-Hop,training
57823,-112.67,196.656,-47.2093,13.0659,-29.9473,-19.0811,2.96706,3.46602,-16.8449,-10.2323,-3.29373,1.43697,-0.313778,0.45347,0.469933,-7.14597,-6.32095,-8.74487,0.769239,-3.95798,37.6383,37.7152,23.0167,10.5814,11.4212,14.8578,13.8445,10.8131,6.10485,8.71213,7.4287,5.45435,4.72693,5.48254,5.12891,5.43255,6.57302,6.56253,5.76159,5.9184,0.638856,0.278717,0.477841,0.246881,0.516736,0.321849,0.137339,0.283019,0.199492,0.487526,0.178919,0.312836,0.29151,0.139666,0.37288,0.180299,0.371758,0.266876,0.114737,0.269448,0.148512,0.296826,0.101265,0.203366,28.6714,17.3054,20.9594,21.7557,17.3566,23.0429,49.0843,4.35003,3.91789,3.92758,3.20828,2.25824,2.82578,5.19755,1182.95,446.918,1207.21,484.717,2077.19,1305.38,0.0714501,0.0188665,0.235626,0.0428679,49.692,Hip-Hop,training
57891,57.3037,100.693,-31.5354,12.5216,-7.29331,9.01404,-8.81485,3.09418,-5.85215,5.67577,-1.6115,3.50829,-1.28191,2.06376,-6.70191,-0.94757,-6.29767,1.25203,-2.24497,2.06363,22.8784,13.014,9.48477,7.14818,7.882,6.42167,6.65656,6.23831,5.38082,5.38166,5.69366,4.98117,5.1216,5.48249,5.06113,4.52733,4.59553,5.05256,5.87754,4.51727,0.356447,0.389097,0.510928,0.436521,0.496837,0.468005,0.456375,0.671132,0.580765,0.425742,0.3205,0.404368,0.233387,0.224736,0.270597,0.225578,0.264434,0.251136,0.258272,0.292362,0.250545,0.247575,0.199605,0.301406,16.7186,13.8303,15.7026,15.0942,17.9587,18.5059,51.715,5.28523,3.58334,3.50548,2.54054,2.53453,2.78769,3.94723,2271.42,259.82,2229,211.621,4531.04,700.605,0.132962,0.0190918,0.346709,0.0610811,161.499,Rock,validation
57892,55.7667,123.644,-31.1297,3.5015,-8.03087,9.00438,-4.36793,2.88136,-7.5525,1.48738,-3.38798,2.88576,-2.80095,1.54589,-3.94974,-0.33384,-6.56177,-0.495526,-4.6959,0.472127,24.5863,21.7398,15.0616,9.16653,7.95713,8.58514,5.98879,6.00818,6.13246,5.3648,5.66501,5.30952,5.05469,4.88342,4.84399,4.58793,4.46683,4.69899,4.78545,4.4781,0.441203,0.488008,0.609067,0.565946,0.502138,0.519,0.418905,0.392747,0.420093,0.495553,0.517348,0.459227,0.256674,0.266511,0.303361,0.290114,0.26279,0.277828,0.245127,0.242609,0.244978,0.293148,0.287334,0.256731,15.2065,12.461,14.8653,14.7369,16.5938,16.2592,49.5185,4.64023,3.38057,3.47946,2.76884,2.29414,1.93883,3.18487,1929.72,394.034,2041.7,370.544,3773.44,1194.31,0.10144,0.0177379,0.400325,0.073254,172.266,Rock,validation
57936,-246.343,105.554,-6.66289,11.5386,-30.3215,-13.2451,-24.4441,-13.9412,-22.4451,-11.2971,-11.0338,3.12615,3.32489,5.77712,6.44952,8.50351,3.26619,-0.0555653,-0.588992,5.2164,61.1223,26.4225,15.5947,10.9629,10.5431,9.07964,9.18314,8.05497,8.73071,9.14573,9.93291,8.93552,10.16,9.27161,12.4626,9.5291,10.6136,11.6849,9.18754,9.33711,0.511086,0.135739,0.201755,0.0958145,0.286935,0.12166,0.0860956,0.325164,0.135654,0.303911,0.129469,0.231455,0.401112,0.0956515,0.310055,0.092741,0.335682,0.175969,0.0979271,0.384229,0.118012,0.383343,0.152663,0.26404,16.075,20.0478,26.617,28.575,27.0324,26.6576,56.2788,4.02198,5.15897,5.24266,4.8285,4.02569,4.13339,5.1151,1696.38,527.359,1890.92,496.454,3519.35,1475.05,0.080389,0.0286843,0.0641561,0.0326318,135.999,Experimental,training
57937,-140.784,103.75,-13.0411,12.133,-10.8583,1.87259,3.12578,6.54871,-17.1025,3.87162,6.38324,4.52056,-0.18964,2.68622,-1.92227,-1.20653,-5.2703,-5.53846,-0.0682417,-0.170619,53.8414,26.7927,21.1309,13.1661,17.0957,9.97266,12.1927,10.6261,7.66469,7.68492,6.94211,6.35859,6.83492,5.88661,6.23971,6.56799,6.04648,6.41223,5.53168,6.73229,0.387429,0.492288,0.575831,0.455295,0.535571,0.436597,0.465608,0.321074,0.270693,0.362643,0.285728,0.332927,0.265691,0.279254,0.312064,0.23183,0.314137,0.263571,0.32075,0.254184,0.202,0.268354,0.199588,0.284513,20.8713,14.2786,16.6914,17.8116,17.7476,17.9584,46.1727,5.01006,3.82947,3.75562,2.87211,2.57614,2.78329,2.80459,2256.09,627.548,2322.02,455.695,4704.02,1571.67,0.11927,0.0415299,0.0639166,0.0247345,89.1029,Experimental,training
57938,-205.628,73.8007,6.0933,21.109,13.8455,4.96271,-2.06642,6.99144,-6.14689,3.81803,2.17068,3.78064,-1.66602,5.03159,0.391234,6.55415,2.8405,9.21036,2.60258,3.21203,101.007,59.1627,37.4179,23.7663,19.4915,15.6268,16.1426,13.7345,13.9984,12.5389,11.6297,12.0823,11.3157,10.2386,10.7892,13.6484,13.3055,12.8973,11.2687,12.6935,0.285112,0.397998,0.535146,0.380499,0.390963,0.291344,0.391169,0.389119,0.333738,0.452537,0.296174,0.318068,0.285138,0.311284,0.379288,0.29574,0.324072,0.240275,0.324519,0.340001,0.279139,0.37355,0.259502,0.320742,19.1859,16.6608,21.0949,19.433,20.5532,19.9055,47.6902,5.55383,6.4672,7.26588,5.76239,5.50947,5.32057,4.08151,2425.41,1413.61,2391.34,736.145,4897.61,2691.34,0.11655,0.101587,0.116321,0.0839852,95.7031,Experimental,training
57939,-247.514,105.726,-18.2203,24.3301,16.3519,2.69008,-6.60695,-5.35488,-4.58124,-2.36225,4.06218,0.809821,-8.59969,-0.777526,-12.4767,11.6064,-12.6597,-5.26094,-3.82645,4.74024,57.0877,50.2198,20.4966,18.344,21.379,20.0336,13.1942,12.0895,13.919,12.3237,11.98,10.6473,11.7741,10.3291,10.9029,9.91073,10.2697,11.1203,7.62172,7.83602,0.347516,0.435523,0.324812,0.360509,0.295925,0.26934,0.409324,0.39338,0.471452,0.449346,0.345824,0.311479,0.280657,0.32717,0.250688,0.279094,0.267979,0.234874,0.318142,0.315184,0.321016,0.331745,0.307188,0.281248,20.0913,15.3709,18.0581,19.4187,21.8245,25.0165,53.9397,5.99841,5.91886,4.59799,3.58415,4.20129,6.36995,5.97869,2199.61,1036.71,2206.35,413.279,4175.18,1868.04,0.163295,0.108619,0.0444858,0.0219506,129.199,Experimental,training
57943,-165.646,83.175,5.51961,23.2788,8.67796,2.03272,-3.59809,1.6698,-11.2816,-8.55277,-10.6896,-2.04689,-3.72141,-2.58258,-3.13547,-0.172758,-3.12573,-4.26212,-9.40193,1.2932,51.5947,28.2667,40.9692,16.8385,13.213,11.4245,9.32296,9.46938,12.5729,9.33791,8.64631,8.95904,10.3531,10.0945,6.49131,5.89291,6.98306,6.81111,6.55794,7.88292,0.598634,0.406348,0.258635,0.191519,0.244596,0.293977,0.237306,0.259882,0.231253,0.249697,0.288396,0.364664,0.395991,0.320482,0.282429,0.223745,0.260439,0.326387,0.251962,0.281308,0.250705,0.291393,0.307898,0.299139,18.8471,15.5607,19.4061,17.9473,18.2198,18.3401,46.1348,6.48003,5.35406,5.57524,4.22459,3.3615,3.45237,3.38819,2330.67,763.628,2502.7,380.14,4771.66,1823.97,0.112134,0.0643622,0.0898421,0.0521926,117.454,Experimental,training
57968,-132.427,216.425,-24.2808,16.8185,-5.81897,6.64686,9.28612,8.86172,4.40538,10.7166,12.5064,8.35535,4.03871,9.15205,6.76094,0.491004,4.27027,-0.112471,1.59079,1.22766,33.1935,26.8926,11.2765,12.044,7.70717,6.72619,7.5172,7.14193,6.51757,5.83115,8.2245,7.43286,7.4454,6.26051,5.21076,5.72937,6.00665,5.90291,4.87278,4.72135,0.378856,0.382506,0.535266,0.512742,0.736087,0.770034,0.537363,0.454279,0.372291,0.453594,0.48846,0.40559,0.222196,0.163776,0.24823,0.188629,0.243972,0.230459,0.183474,0.216263,0.195818,0.264985,0.291663,0.207341,16.7709,11.6434,14.29,17.7658,19.2907,21.2132,48.7452,4.0961,3.2433,3.16185,2.89231,3.17145,2.823,3.97474,756.373,194.994,1024.08,278.834,1403.17,448.098,0.0293853,0.00712822,0.256524,0.0191485,123.047,Rock,training
58052,-14.5207,20.0807,-5.42745,52.1633,16.1854,28.0634,3.07938,17.8188,2.84806,10.7655,1.75573,5.86023,-1.39347,5.04943,1.74664,4.24017,-2.97226,3.15708,2.38117,2.15606,18.8049,21.535,13.161,10.3979,8.7534,8.59707,7.26266,7.25867,7.87072,5.86692,7.12954,6.06485,6.74581,4.99263,5.09014,4.10894,4.65747,4.65588,5.58771,4.57608,0.47534,0.646452,0.623313,0.636688,0.512795,0.464387,0.493783,0.515232,0.616151,0.500398,0.399626,0.432555,0.202322,0.272328,0.258396,0.246603,0.205991,0.208023,0.231107,0.212743,0.281943,0.234216,0.175484,0.187081,19.701,12.428,13.099,14.6946,17.7026,15.6805,49.4851,5.43927,3.52057,3.15981,2.95731,2.36685,2.36294,2.09043,3749.99,577.735,2685.51,127.99,6797.23,682.386,0.22428,0.0744271,0.190697,0.0247624,143.555,Experimental,training
58053,-267.582,6.59903,-6.63443,14.1103,-11.0827,16.7922,-5.13328,14.3219,5.07379,14.0464,-1.73863,2.82902,-4.09596,3.79123,-0.272145,-0.946277,-4.75356,3.97153,-0.396211,3.53961,114.582,57.9651,53.2335,30.6691,25.7137,22.0544,18.5139,19.2509,18.2976,16.9278,17.822,18.0107,15.6362,13.8857,12.4386,10.836,11.1199,12.2928,15.965,15.698,0.272146,0.260235,0.232659,0.249056,0.271093,0.269989,0.29756,0.3348,0.366224,0.367269,0.358072,0.292774,0.313845,0.30908,0.28032,0.307384,0.319882,0.311169,0.329179,0.348775,0.364819,0.378956,0.374052,0.325057,16.9156,13.2345,17.1375,18.3843,20.8059,22.1115,53.9076,5.07606,5.12927,7.28566,7.32859,8.22322,8.59894,7.05817,4137.33,1651.58,2282.86,474.81,6478.18,1803.49,0.278771,0.211373,0.0676404,0.0249456,123.047,Experimental,training
58054,-12.2825,41.4655,-19.3212,2.67422,5.13598,-0.875268,3.95705,-6.90415,-14.7571,-0.292115,3.30632,-7.95726,-2.17336,3.85488,-6.34817,6.94023,-0.978783,-0.355228,1.00354,-0.665982,20.0097,20.3535,16.7269,17.1046,12.4951,8.31085,7.66314,7.20989,7.67708,7.13761,5.76218,6.06812,6.34402,5.4586,6.03876,5.49038,5.23505,5.24021,5.00513,4.81449,0.186633,0.230758,0.361796,0.401971,0.471492,0.374958,0.345978,0.460488,0.633931,0.71199,0.328158,0.246015,0.152287,0.194392,0.269783,0.278816,0.273785,0.260235,0.214835,0.258456,0.281188,0.300727,0.166789,0.199241,17.4636,11.5366,17.3309,14.7112,15.8171,19.6049,53.6903,4.89792,3.31193,4.84582,2.77264,1.94798,2.8866,5.66559,3857.47,661.643,2953.72,423.833,7589.77,1528.01,0.31267,0.0892513,0.15289,0.0247956,129.199,Experimental,training
58060,-284.27,136.257,10.1694,20.4102,25.4948,31.8584,19.1383,6.40999,10.0041,14.4503,3.82042,2.59702,9.51264,8.24363,0.613923,-4.06192,-2.38545,1.95725,-5.86962,-5.80347,99.2273,42.8501,41.1627,25.9788,24.6141,16.5646,13.3413,11.3214,7.6072,7.57866,8.24593,9.78926,8.27633,9.11442,7.91215,9.82832,5.67451,5.12029,5.75698,5.4747,0.464823,0.437748,0.527187,0.470752,0.385323,0.369139,0.376915,0.451991,0.511856,0.572232,0.572581,0.549209,0.30661,0.262019,0.319209,0.296909,0.27179,0.297718,0.262695,0.315749,0.313613,0.338465,0.309852,0.304948,25.2787,14.2939,16.2167,14.2172,19.5282,17.3918,43.2905,5.81756,4.18312,4.37932,2.35954,4.71917,2.48573,3.69761,864.142,672.896,1237.62,581.571,1711.06,1488.56,0.0309713,0.0332644,0.12045,0.0962732,112.347,Experimental,training
58061,-186.64,132.995,-24.0242,-2.22263,-12.2919,12.7541,-7.5916,-8.66444,-16.1924,-8.36645,1.44456,9.51864,-13.2458,-6.30288,-2.78246,6.49732,0.483533,-1.54558,-6.0382,1.90092,52.2606,32.5925,19.089,17.5234,12.8142,17.384,14.5625,10.1818,11.4591,11.2017,10.0049,13.0415,10.2399,14.4149,8.98816,9.10822,8.80183,9.32592,7.64164,9.19838,0.221672,0.23983,0.244042,0.398306,0.37328,0.559251,0.275008,0.189605,0.259504,0.209612,0.184613,0.175971,0.293751,0.271233,0.247492,0.377771,0.290877,0.370126,0.264711,0.236954,0.328643,0.250601,0.253514,0.238944,20.065,13.3693,16.1933,20.87,20.1942,18.8849,49.472,5.40021,4.66493,4.12364,4.13149,4.37127,2.60367,3.40702,1712.48,493.177,1804.11,433.72,3082.39,1324.88,0.102448,0.0359163,0.0890487,0.0458319,117.454,Experimental,training
58063,-127.309,81.5109,-19.3332,10.9229,-11.8959,0.460479,-9.51387,24.8067,14.1418,19.9907,9.41852,16.7129,3.18978,2.26427,-0.410977,1.93717,-7.82986,0.644815,-4.13851,1.53721,59.7789,29.3839,19.3628,18.6749,17.8431,18.2239,12.6047,9.63322,16.8628,13.6085,16.3689,13.1002,10.7665,10.3869,6.77201,6.63454,6.8626,7.40689,6.88441,5.97404,0.396295,0.32512,0.45022,0.623421,0.416514,0.494556,0.416985,0.422641,0.413865,0.48008,0.41375,0.335607,0.385356,0.294371,0.293209,0.361172,0.277739,0.330171,0.288692,0.32532,0.307549,0.35834,0.337018,0.319317,21.0276,11.1685,20.4336,17.0182,15.9617,15.3633,50.549,5.35574,3.79514,6.84727,5.74389,2.74661,1.77281,2.93118,2229.39,736.863,2303.24,352.472,4648.9,1625.57,0.100573,0.0584774,0.124543,0.056866,117.454,Experimental,training
58068,-207.162,113.385,-42.7463,57.2794,-24.514,18.6449,-4.86327,2.7226,9.24385,11.7426,0.78648,-1.20516,-6.44033,-12.7704,-17.7448,-1.983,-2.55775,-2.83415,3.00347,2.2238,43.0746,28.4557,15.6651,15.2411,9.88719,7.35901,5.29015,5.61381,5.41047,5.06785,5.38096,9.79936,7.64423,6.90532,6.33561,5.32666,4.3575,4.47931,4.73316,4.6901,0.705083,0.220498,0.0677164,0.0908834,0.0657776,0.190606,0.746066,0.245987,0.0886063,0.219717,0.594587,0.765766,0.318709,0.104473,0.0481629,0.0804771,0.0551769,0.0910074,0.294264,0.113239,0.0625579,0.0924849,0.263573,0.329132,26.7986,20.3378,21.7597,19.5964,20.7443,22.7082,53.6866,4.14862,4.28629,4.19501,3.66534,4.14991,3.91479,3.29676,1785.82,473.013,1860.56,320.601,3878.68,910.865,0.0552109,0.0292512,0.0682947,0.018958,123.047,Experimental,training
58070,-285.209,142.727,-8.82385,26.398,-5.90629,27.3378,-17.2339,-8.15456,0.166359,-0.751913,-3.99592,-27.588,-10.5209,-16.1645,-20.0429,-4.40862,-16.3238,-7.40668,-14.0822,3.41426,29.3693,21.0762,15.3843,13.2122,10.3476,8.68651,6.68666,8.11823,5.33629,6.31394,7.3911,8.66115,7.45076,7.77098,6.34508,4.62405,5.27813,4.48962,5.56285,4.73309,0.133317,0.692545,0.541421,0.150288,0.162237,0.337427,0.168206,0.438681,0.560197,0.124747,0.0720345,0.0917399,0.0864695,0.350883,0.270549,0.129805,0.155727,0.378299,0.113872,0.279809,0.348195,0.0822759,0.0919855,0.110595,22.0804,17.7468,18.6621,18.1845,19.8229,20.2947,49.9919,4.2409,3.33151,4.14174,4.5172,2.52897,1.71431,3.20238,1271.13,289.463,1771.41,342.381,2452.99,877.866,0.0506819,0.0214142,0.040762,0.0133412,95.7031,Experimental,training
58115,-30.8866,112.613,-17.8755,13.7777,-18.3611,8.04194,-7.46067,2.25813,-4.68637,5.1031,-3.37376,0.984999,-1.87393,-0.27527,-4.07276,0.527637,-4.45494,-1.32399,-6.05686,-4.31994,16.8938,13.816,10.9218,7.10983,6.58275,4.76237,4.65866,4.61979,4.91396,4.82236,4.3485,4.06606,4.22748,4.08848,4.31977,4.21075,4.22358,4.27871,4.89366,4.89898,0.276089,0.374287,0.45156,0.345612,0.601523,0.332499,0.346795,0.241874,0.317438,0.610681,0.33751,0.362638,0.208525,0.249989,0.322134,0.165441,0.331107,0.20477,0.287294,0.180322,0.212584,0.291594,0.199763,0.283946,21.8858,13.1607,16.5991,16.9796,16.2194,16.5163,49.0529,5.00088,3.60344,3.28049,2.61915,2.14035,1.77275,2.19265,2054.54,413.528,2212.77,265.359,4364.44,890.456,0.0941819,0.0316102,0.171698,0.0256352,117.454,Pop,training
